"school";"gender";"age";"address";"famSize";"pStatus";"mEdu";"fEdu";"mJob";"fJob";"reason";"traveltime";"studytime";"failures";"schoolsup";"famsup";"paid";"activities";"nursery";"higher";"internet";"romantic";"famrel";"goout";"alc";"health";"g1";"g2";"pass"
0;1;17;0;0;1;2;2;4;4;1;1;2;0;0;0;1;1;0;1;1;1;4;2;1;4;14;13;1
0;0;16;0;0;1;2;1;4;4;1;1;1;0;0;0;0;0;1;1;1;1;4;2;0;5;13;12;1
0;0;17;1;0;1;2;1;0;2;0;3;2;0;0;0;0;1;1;1;0;0;2;1;0;3;13;11;1
0;1;18;0;0;1;2;2;4;2;2;1;2;1;0;0;0;0;1;0;1;0;5;4;0;2;7;7;0
0;1;17;0;0;1;4;3;3;4;0;2;2;0;0;0;0;1;1;1;1;1;2;5;0;5;12;12;1
0;1;17;1;0;0;4;4;1;4;0;2;2;0;0;1;1;0;1;1;1;0;3;3;0;4;10;11;1
0;1;16;0;0;1;4;3;1;4;0;1;1;0;0;0;0;1;0;1;1;0;5;5;0;3;6;0;0
0;1;16;0;0;1;4;4;2;2;0;1;1;0;0;0;0;1;1;1;1;0;5;2;0;5;13;12;1
0;0;18;0;0;1;2;1;4;4;0;2;3;0;0;1;1;0;0;1;1;1;4;4;0;3;7;0;0
0;1;16;0;0;1;2;1;4;4;0;3;1;0;0;0;0;0;1;1;1;0;4;3;0;4;18;18;1
0;1;17;0;0;1;2;3;4;4;0;2;1;0;0;0;0;0;1;1;1;0;5;2;0;2;12;12;1
0;1;22;0;0;1;3;1;2;2;3;1;1;3;0;0;0;0;0;0;1;1;5;5;1;1;6;8;0
0;1;18;1;0;1;3;3;4;2;0;1;2;1;0;1;0;0;1;1;1;1;4;3;0;5;3;5;0
0;1;16;0;0;1;0;2;4;4;3;1;1;0;0;0;1;0;0;1;1;0;4;2;0;5;13;15;1
0;1;18;0;0;1;3;2;2;4;0;2;1;1;0;0;0;0;1;0;1;0;4;5;0;5;6;8;0
0;1;16;0;0;1;3;3;0;4;2;3;2;0;1;1;0;0;0;1;1;0;5;3;0;2;7;10;1
0;1;18;0;0;1;2;1;2;2;3;1;1;1;0;0;0;0;0;0;1;0;3;5;0;5;6;9;0
0;1;16;1;0;1;2;1;4;4;0;2;1;0;0;0;0;1;0;1;0;0;3;2;0;3;8;9;0
0;1;17;1;0;1;2;1;4;4;0;1;1;0;0;0;0;0;0;1;1;0;4;2;0;5;8;12;1
0;1;17;0;0;1;1;1;3;4;0;2;1;1;0;1;0;1;1;1;1;0;4;4;0;5;7;9;0
0;0;17;0;0;1;4;2;1;2;2;1;4;0;0;1;1;1;1;1;1;0;4;3;0;4;14;12;1
0;1;19;0;0;0;4;3;2;0;2;1;2;0;0;1;0;0;1;1;1;0;4;1;0;1;11;11;1
0;1;18;0;0;1;2;1;4;4;1;1;2;0;0;0;0;1;1;1;1;0;5;4;0;4;15;14;1
0;0;17;0;0;1;2;2;2;2;0;1;4;0;0;0;1;1;1;1;1;1;3;1;0;2;10;9;0
0;0;18;0;0;1;4;3;2;4;1;1;2;0;0;1;1;0;1;1;1;1;3;2;0;2;17;18;1
0;1;18;0;0;1;4;3;1;4;0;1;2;0;0;1;1;0;0;1;1;0;4;2;0;3;8;8;0
0;1;18;1;0;1;3;2;4;4;0;1;3;0;0;0;0;1;0;1;0;0;5;2;0;3;13;12;1
0;0;17;0;0;1;3;3;4;4;1;1;3;0;0;0;0;1;0;1;0;0;3;3;0;4;10;9;0
0;0;18;0;0;1;2;2;0;2;1;1;3;0;0;1;1;1;1;1;1;1;4;3;0;3;9;10;0
0;1;18;1;0;0;3;4;4;4;2;2;2;0;0;1;1;1;1;1;1;0;4;5;0;1;17;17;1
0;1;17;0;0;1;3;1;2;4;3;1;2;0;0;0;1;1;1;1;1;1;5;4;0;5;9;9;1
0;0;18;1;0;1;4;4;1;4;2;2;2;0;0;0;1;1;1;1;1;0;4;4;0;4;12;10;1
0;1;18;0;0;1;4;2;3;4;2;1;2;0;0;1;1;1;1;1;1;1;5;5;0;5;10;9;1
0;0;18;1;0;1;2;1;4;4;2;2;2;0;0;1;0;0;1;0;1;1;4;5;0;3;6;0;0
0;0;19;0;0;1;3;3;4;2;1;1;2;2;0;1;1;1;1;1;1;0;4;5;0;5;9;9;0
0;0;18;0;0;1;2;3;4;2;2;1;4;0;0;1;1;1;1;1;1;1;4;5;0;2;15;14;1
0;0;18;0;0;1;1;1;4;4;1;2;2;0;0;1;1;0;0;1;0;0;4;3;0;3;11;11;1
0;1;17;1;0;1;1;2;0;0;1;1;2;0;0;1;1;1;0;1;0;1;3;2;0;1;15;14;1
0;0;17;0;0;1;2;4;0;3;2;2;2;0;0;1;1;0;1;1;1;1;4;3;0;1;10;10;1
0;0;17;0;0;1;2;2;2;4;0;2;2;0;1;1;1;0;1;1;1;1;4;4;0;5;12;12;1
0;0;18;1;0;0;3;2;4;2;1;2;2;0;0;0;0;0;0;0;1;1;4;1;0;5;10;9;0
0;1;18;0;0;1;4;4;1;2;1;2;1;0;0;0;1;1;1;1;1;0;3;4;0;3;9;9;0
0;0;18;0;0;1;4;4;3;3;2;1;2;1;1;1;0;1;1;1;1;1;2;4;0;4;9;8;0
0;1;18;0;0;1;4;3;1;2;0;2;1;0;0;0;1;1;1;1;1;0;4;3;0;1;10;11;1
0;1;17;0;0;0;4;1;2;4;1;2;1;0;0;0;1;1;1;1;1;1;4;4;0;5;8;8;0
0;1;17;0;0;0;3;2;1;2;1;1;1;1;0;0;0;0;1;1;1;0;4;4;0;3;11;9;1
0;0;18;1;0;1;1;1;0;4;2;2;4;0;0;1;1;1;1;1;0;0;5;2;0;3;12;12;1
0;0;18;0;0;1;1;1;4;4;1;2;2;0;1;0;0;1;1;1;1;0;5;4;0;4;8;9;1
0;0;17;0;0;1;2;2;4;4;0;1;2;0;0;1;0;0;0;1;1;0;5;5;0;5;10;9;1
0;1;17;0;0;1;1;1;4;4;2;1;2;0;0;0;1;0;0;1;1;0;4;3;0;4;12;10;1
0;0;18;0;0;1;2;2;0;0;3;1;3;0;0;1;1;0;1;1;1;0;4;3;0;2;18;18;1
0;0;17;0;0;1;1;1;2;1;2;1;3;0;0;1;1;0;1;1;1;0;4;3;0;3;13;12;1
0;1;18;0;0;1;2;1;2;2;2;1;3;0;0;0;1;1;1;1;1;0;4;4;0;2;15;14;1
0;1;18;0;0;0;4;4;1;1;2;1;2;0;0;1;1;1;1;1;1;0;5;3;0;2;15;13;1
0;1;18;0;0;1;4;2;1;4;1;1;2;0;0;1;1;1;1;1;1;1;4;2;0;5;12;11;1
0;0;17;0;0;1;4;3;3;2;2;1;3;0;0;1;1;0;1;1;1;0;4;2;0;3;15;15;1
0;0;18;0;0;1;2;1;2;0;2;1;2;1;0;0;0;0;1;1;1;1;5;3;0;5;12;12;1
0;0;17;1;0;1;3;1;2;4;2;2;4;0;0;1;1;0;1;1;0;0;3;2;0;3;18;18;1
0;1;18;1;0;1;3;2;2;4;2;2;3;0;0;1;1;1;1;1;1;0;5;2;0;4;14;13;1
0;1;17;0;0;1;3;3;3;4;1;1;1;0;0;1;1;0;1;1;1;0;4;3;0;5;14;12;1
0;0;19;0;0;1;4;4;3;4;2;2;2;0;0;1;1;1;1;1;1;0;2;4;0;2;10;9;0
0;0;18;0;0;1;4;3;4;4;1;2;2;0;0;1;1;0;1;1;1;1;4;5;0;2;10;8;0
0;0;18;0;0;1;4;3;4;4;2;1;4;0;0;1;1;0;1;1;1;0;4;3;0;3;14;13;1
0;1;18;0;0;1;4;4;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;2;0;1;16;15;1
0;0;18;0;0;0;4;4;3;4;1;1;2;0;0;1;0;0;1;1;1;1;4;4;0;4;12;10;1
0;1;17;0;0;1;4;4;4;1;1;2;1;0;0;0;1;0;1;1;1;0;4;1;0;5;11;11;1
0;0;17;0;0;1;4;2;4;4;2;2;3;0;0;1;1;0;1;1;1;0;4;3;0;3;15;12;1
0;0;17;0;0;1;3;2;3;3;2;1;4;0;0;1;1;1;0;1;1;0;5;2;0;5;17;17;1
0;1;19;0;0;1;3;3;4;4;1;1;2;1;0;1;0;1;1;1;1;1;4;4;0;3;15;14;1
0;0;18;0;0;1;2;4;2;0;2;1;2;1;0;1;1;1;1;1;1;0;4;3;0;3;14;12;1
0;1;20;0;0;0;3;2;2;4;0;1;1;0;0;0;0;1;1;1;0;0;5;3;0;5;17;18;1
0;1;19;0;0;1;4;4;1;2;2;2;1;1;0;1;1;0;1;1;1;1;4;4;0;4;8;9;0
0;1;19;1;0;1;3;3;4;2;2;1;2;1;0;0;0;1;1;1;0;1;4;3;0;5;15;12;1
0;0;19;0;0;1;1;1;0;4;2;1;2;1;1;1;0;1;0;1;1;0;4;3;0;3;12;10;1
0;0;19;0;0;1;1;2;2;2;1;1;2;1;0;0;0;1;0;1;0;1;4;4;0;3;9;9;0
0;0;19;0;0;1;2;1;0;4;3;3;2;0;0;1;0;0;1;0;1;1;3;1;0;2;14;12;1
0;1;19;0;0;1;1;2;4;2;0;1;2;1;0;0;0;0;0;1;1;0;4;2;0;4;13;11;1
0;0;19;0;0;1;3;2;2;4;2;2;2;1;0;1;1;0;0;1;1;1;4;2;0;1;13;10;1
0;0;19;0;0;1;1;1;0;3;1;1;3;2;0;0;0;0;0;1;1;1;4;2;0;3;15;13;1
0;0;19;1;0;1;2;3;4;4;2;1;3;1;0;0;0;0;1;1;1;1;4;2;0;3;13;11;1
0;0;18;0;0;1;2;1;2;4;0;2;2;0;0;1;1;1;1;1;1;0;5;3;0;1;8;8;0
0;0;18;0;0;1;4;3;4;4;0;1;3;0;0;1;1;1;1;1;1;1;4;4;0;5;9;10;0
0;0;17;1;0;1;3;4;0;2;0;1;3;0;0;1;1;1;0;1;1;0;4;4;0;5;11;11;1
0;0;18;0;0;1;4;4;1;4;0;1;2;0;0;1;1;0;1;1;1;0;4;4;0;5;11;11;1
0;0;17;0;0;0;4;3;2;2;0;1;2;0;0;1;1;0;1;1;1;1;5;2;0;5;13;13;1
0;0;17;0;0;1;2;2;4;4;0;1;2;0;0;1;0;0;1;1;0;1;4;2;0;3;11;9;0
0;0;17;1;0;1;2;2;2;2;0;1;3;0;0;1;1;1;1;1;1;0;3;2;0;3;11;11;1
0;0;17;0;0;1;3;1;2;2;0;1;3;0;0;1;0;0;0;1;1;0;3;3;0;5;12;14;1
0;0;17;0;0;1;0;2;0;0;1;2;3;0;0;0;0;0;1;1;1;0;3;3;0;2;16;15;1
0;1;18;0;0;1;4;4;4;4;0;1;3;0;0;0;0;1;1;1;1;0;4;3;0;3;9;12;1
0;1;17;0;0;1;3;3;4;2;2;1;1;0;0;0;0;1;0;1;1;0;4;5;0;5;14;15;1
0;1;17;1;0;1;2;2;2;4;0;4;1;0;0;1;0;0;1;1;1;0;4;5;1;4;11;10;1
0;0;17;0;0;1;4;4;1;2;0;1;3;0;0;1;1;1;1;1;1;0;5;4;0;4;10;9;0
0;0;17;0;0;1;4;4;1;1;0;2;3;0;0;1;1;0;0;1;1;1;4;3;0;4;14;14;1
0;1;18;0;0;1;2;2;4;4;0;1;4;0;0;1;0;1;1;1;1;0;4;5;0;5;9;8;0
0;0;17;1;0;1;2;4;0;4;0;1;3;0;0;1;0;0;1;1;1;1;4;3;0;5;12;14;1
0;0;18;0;0;1;3;3;2;2;1;1;2;0;0;0;0;1;1;1;1;0;5;4;0;4;7;0;0
0;0;18;0;0;1;2;2;4;4;1;1;2;0;0;0;0;1;0;1;1;1;4;3;0;2;8;8;0
0;0;18;1;0;1;2;2;0;4;0;2;4;0;0;0;0;1;1;1;0;0;4;4;0;4;10;9;0
0;0;17;0;0;1;3;4;2;4;0;1;3;0;0;0;0;0;1;1;1;0;4;5;0;5;16;15;1
0;0;19;1;0;0;3;1;2;0;1;1;3;1;0;0;1;0;1;1;0;0;5;3;0;5;14;13;1
0;0;17;0;0;1;3;2;4;4;1;1;2;0;0;1;1;0;1;1;1;1;4;2;0;2;7;8;0
0;0;18;0;0;1;3;3;2;2;1;1;4;0;0;1;0;0;1;1;1;0;5;3;0;1;16;15;1
0;0;17;1;0;0;3;2;4;4;1;1;2;0;0;1;1;0;1;1;1;0;4;3;0;2;9;10;1
0;0;19;0;0;1;2;1;2;2;1;1;3;1;0;0;1;1;1;1;1;1;4;4;0;3;11;12;1
0;1;18;0;0;1;4;4;1;2;1;1;2;1;0;1;0;1;1;1;1;0;4;3;0;2;10;10;0
0;1;18;0;0;1;3;4;2;4;1;1;2;0;0;0;0;1;1;1;1;1;4;3;0;5;16;15;1
0;0;17;0;0;0;2;2;0;0;1;1;2;1;0;1;0;0;1;1;1;1;3;1;0;4;9;8;0
0;0;18;0;0;1;2;3;0;4;0;1;3;0;0;1;0;0;1;1;1;0;4;3;0;3;11;10;1
0;0;18;0;0;1;3;2;4;2;3;1;3;0;0;0;0;0;1;1;1;1;5;3;0;1;13;13;1
0;1;18;1;0;1;4;3;1;2;0;1;3;0;0;0;0;0;1;1;1;1;5;2;0;4;16;15;1
0;1;18;0;0;1;4;3;1;4;0;1;3;0;0;1;1;0;1;1;1;1;5;5;0;5;10;10;0
0;0;17;0;0;1;4;3;3;4;2;1;3;0;0;1;1;1;1;1;1;1;4;3;0;4;13;15;1
1;1;18;1;0;1;3;2;4;4;0;2;1;1;0;1;0;0;0;1;1;0;2;5;1;5;11;13;1
1;1;19;1;0;1;1;1;4;2;1;3;2;3;0;0;0;0;1;1;1;0;5;4;0;2;8;7;0
1;1;17;0;0;1;3;3;3;4;0;2;2;0;0;1;1;0;1;1;1;0;4;4;0;3;13;13;1
1;1;18;0;0;1;1;3;0;2;0;1;1;1;0;0;0;0;1;0;1;1;4;3;0;3;8;7;0
1;1;19;1;0;1;1;1;4;4;1;3;1;1;0;1;0;0;1;1;1;0;4;4;0;5;8;8;0
1;1;17;1;0;1;4;3;2;4;1;2;2;0;0;1;1;1;0;1;1;1;4;5;0;2;13;11;1
1;0;18;0;0;1;3;3;2;2;0;1;2;0;0;1;0;0;1;1;0;1;5;4;0;5;10;9;0
1;0;17;1;0;1;4;4;1;2;3;2;2;0;0;1;1;1;1;1;1;0;4;3;0;5;12;13;1
1;0;17;0;0;0;3;2;2;4;2;2;2;0;0;0;0;0;1;1;0;1;1;3;0;5;12;12;1
1;1;18;0;0;1;1;1;4;2;1;2;1;0;0;0;0;0;0;1;1;1;3;2;0;3;10;10;1
1;0;18;0;0;1;1;1;0;2;0;2;3;0;0;0;0;0;1;1;1;0;5;2;0;4;18;16;1
1;0;18;1;0;0;1;4;0;4;0;3;2;0;0;0;0;0;1;1;0;1;4;4;0;5;13;13;1
1;1;18;1;0;1;1;1;0;4;3;2;2;1;0;0;0;1;0;0;0;0;4;3;0;5;13;12;1
1;0;18;0;0;1;3;3;2;2;3;2;2;0;0;1;0;0;1;1;1;1;4;2;0;3;11;11;1
1;0;17;0;0;1;4;4;0;0;0;1;2;0;0;1;1;1;1;1;1;1;2;4;0;1;16;15;1
1;0;17;1;0;1;1;2;4;2;0;2;2;0;0;0;0;0;0;1;0;0;3;2;0;3;12;11;1
1;1;18;1;0;1;1;3;0;4;0;2;2;0;0;1;1;0;1;1;0;0;3;4;0;3;10;10;1
1;1;18;0;0;1;4;4;1;2;3;2;3;0;0;0;1;0;1;1;1;1;4;2;0;5;13;13;1
1;0;17;1;0;1;1;1;4;2;2;3;1;1;0;1;1;0;1;1;1;1;5;1;0;1;7;6;0
1;0;18;0;0;1;2;3;0;2;0;2;1;0;0;1;1;0;1;1;1;1;5;3;0;4;11;10;1
1;0;18;1;0;1;4;4;4;1;3;3;2;0;0;1;1;0;0;1;1;1;3;2;0;5;14;12;1
1;0;19;0;0;1;3;2;2;2;1;2;2;2;0;0;0;1;1;1;0;1;3;2;0;3;7;7;0
1;1;18;1;0;1;1;2;0;2;3;3;1;0;0;1;1;1;1;0;1;1;4;3;0;3;14;12;1
1;0;17;0;0;1;2;2;4;0;1;1;3;0;0;0;0;1;1;1;0;1;3;3;0;3;13;11;1
1;0;17;1;0;1;1;2;4;4;0;1;1;0;0;0;0;1;1;1;1;0;3;5;0;1;6;5;0
1;0;18;1;0;1;4;4;4;4;2;2;3;0;0;0;0;0;1;1;1;0;5;4;0;1;19;18;1
1;0;18;1;0;1;1;1;4;4;1;4;3;0;0;0;0;0;1;1;1;0;4;2;0;4;8;8;1
1;0;20;0;0;1;4;2;3;4;0;2;3;2;0;1;1;0;0;1;1;1;5;3;0;3;15;14;1
1;0;18;1;0;1;4;4;1;2;0;1;2;0;0;0;1;1;1;1;1;0;5;3;0;2;8;9;1
1;0;18;0;0;1;3;3;4;4;1;1;2;0;0;0;1;0;1;1;1;1;4;3;0;1;15;15;1
1;0;17;1;0;1;3;1;0;4;2;1;2;0;0;1;1;1;0;1;1;0;4;4;0;1;10;10;1
1;1;18;0;0;1;4;4;1;1;1;1;2;0;0;0;1;1;0;1;1;0;3;4;0;2;15;14;1
1;1;18;1;0;1;2;1;4;4;3;2;1;0;0;0;0;1;0;1;1;1;4;3;0;5;7;6;0
1;1;17;0;0;1;2;3;4;2;1;2;2;0;0;0;0;1;1;1;1;0;4;3;0;3;11;11;1
1;1;19;1;0;1;1;1;4;2;3;2;1;1;0;0;0;0;1;1;0;0;4;2;0;5;6;5;0
1;1;18;1;0;1;4;2;4;4;1;2;1;1;0;0;1;0;1;1;0;0;5;3;0;3;6;5;0
1;0;18;1;0;1;2;2;0;4;3;2;3;0;0;0;1;0;1;1;0;0;5;3;0;4;10;9;1
1;0;18;1;0;1;4;4;1;0;2;3;1;0;0;1;1;1;1;1;1;1;4;3;0;5;6;5;0
1;0;19;1;0;1;2;3;2;4;0;1;3;1;0;0;0;1;0;1;1;0;5;2;0;5;7;5;0
1;0;18;0;0;1;3;1;1;2;0;1;2;0;0;1;1;0;1;1;1;0;4;4;0;1;7;9;0
1;0;18;0;0;1;1;1;4;4;0;2;2;1;0;0;0;1;1;1;0;0;1;1;0;5;6;5;0
1;1;20;0;0;0;2;2;2;2;0;1;2;2;0;1;1;0;1;1;0;0;5;4;1;4;9;9;0
1;1;17;0;0;1;3;1;2;2;0;2;1;0;0;0;0;0;0;1;1;0;2;5;0;2;14;16;1
1;1;21;1;0;1;1;1;4;4;0;1;1;3;0;0;0;0;0;1;0;0;5;3;0;3;10;8;0
1;1;18;1;0;1;3;2;2;4;0;3;1;0;0;0;0;0;0;1;1;0;4;1;0;5;11;12;1
1;1;19;0;0;1;1;1;4;0;0;1;1;0;0;0;0;0;1;1;1;0;3;3;0;5;8;9;0
